Strain,Lean,Sweet,Strawberry,Earthy,Cheese,Sage,Honey,Rose,Tree,Violet,Coffee,Pear,Spicy/Herbal,Tropical,Pungent,Tea,Apricot,Mint,Pepper,Flowery,Ammonia,Blueberry,Berry,Chemical,Pine,Woody,Lime,Plum,Nutty,Fruit,Citrus,Orange,Mango,Diesel,Lemon,Pineapple,Apple,Grape,Menthol,Chestnut,Skunk,Grapefruit,Blue,Peach,Butter,Lavender,Tar,Tobacco,Vanilla,Eff_Focused,Med_Inflammation,Eff_Dizzy,Eff_Energetic,Eff_Dry_eyes,Med_Lack_of_appetite,Eff_Happy,Eff_Creative,Med_Muscle_spasms,Eff_Sleepy,Med_Stress,Eff_Tingly,Eff_Aroused,Eff_Anxious,Med_Nausea,Med_Fatigue,Med_Cramps,Eff_Uplifted,Eff_Headache,Eff_Talkative,Eff_Paranoid,Eff_Hungry,Eff_Giggly,Med_Depression,Eff_Relaxed,Med_Pain,Med_Seizures,Eff_Euphoric,Med_Spasticity,Med_Eye_pressure,Eff_Dry_mouth,Med_Headaches,Med_Insomnia,Rating_scaled,Num_reviews_scaled,THC_scaled,Strain_type
Bear Dance,0.28,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0568181818181818,,0.20721925133689806,,1.0,0.598829475924448,,,1.0,,,1.0,,0.15625,,0.540835328544826,,,0.6136363636363641,,,0.383133561643836,0.636073423782921,0.20547945205479504,,0.564777866453844,,0.107020547945206,0.723930481283423,,,0.932692307692308,0.0021241830065359475,,sativa
Beastmode 2.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,1.0,0.6,0.0842105263157895,,0.6,,1.0,0.9052631578947372,,,,,,0.947368421052632,,,,,,,1.0,1.0,,0.9578947368421048,,,1.0,,0.8,0.875,0.0014705882352941176,,indica
Beastmode OG,0.61,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106382978723404,,0.6702127659574469,0.444444444444445,0.244565217391304,,,,1.0,,,1.0,,0.444444444444445,,0.8804347826086959,,1.0,0.0425531914893617,,,0.33333333333333304,0.260869565217391,0.7777777777777779,,0.233695652173913,,,0.382978723404255,,,0.8513513513513524,0.003104575163398693,,hybrid
Bedford Glue,0.39,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142894,,,,0.214285714285714,0.6428571428571429,,0.42857142857142894,,,,1.0,,,,,0.42857142857142894,,,1.0,,0.42857142857142894,,,0.42857142857142894,,0.42857142857142894,,1.0,0.214285714285714,,,1.0,0.00040849673202614375,,hybrid
Bedica,0.82,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.178571428571429,0.8857142857142858,0.28571428571428603,,0.3809523809523809,,0.5535714285714289,,,0.892857142857143,0.7142857142857142,,,,,,,,1.0,,,0.178571428571429,,,1.0,1.0,,,,,0.666666666666667,0.6571428571428569,0.8285714285714281,0.84375,0.0012254901960784314,,indica
Bediol,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,0.833333333333333,,0.913793103448276,1.0,,,0.9310344827586212,,,1.0,,,0.166666666666667,0.833333333333333,,,0.948275862068966,,,,,,,,1.0,,0.827586206896552,,,,0.833333333333333,,0.9285714285714276,0.0011437908496732025,,sativa
Belladonna,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,0.0136986301369863,1.0,0.0136986301369863,,0.23888888888888896,,,,1.0,,,,,0.625,,,0.00684931506849315,,1.0,0.7944444444444441,,0.75,0.222222222222222,0.75,,0.85,,,0.0684931506849315,,0.5,0.7589285714285725,0.0015522875816993465,0.5915032679738563,hybrid
Berkeley,0.17,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.916666666666667,,,1.0,0.833333333333333,0.0428571428571429,1.0,0.958333333333333,,,1.0,,,1.0,0.08571428571428569,,,,0.5,,0.666666666666667,,,0.9714285714285708,,0.0428571428571429,,0.944444444444444,,,0.666666666666667,,,0.8289473684210531,0.001715686274509804,,sativa
Berry Bomb,0.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.28333333333333305,,0.0731707317073171,,0.121951219512195,,0.24166666666666695,,,,0.6,0.108333333333333,,0.146341463414634,,,,,,,0.0975609756097561,,,1.0,1.0,0.975,,0.166666666666667,,0.75,1.0,,0.35,0.8104838709677424,0.005065359477124182,0.5343137254901962,hybrid
Berry Larry,0.37,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6571428571428569,,,,0.375,,0.6571428571428569,,,,1.0,,,,0.5263157894736841,,,0.7428571428571431,,,,,,1.0,1.0,0.6842105263157889,,0.7428571428571431,,,1.0,,0.157894736842105,0.9583333333333326,0.0004901960784313724,,hybrid
Berry Noir,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333333333333304,,,1.0,0.33333333333333304,0.4,,,0.6,1.0,,,,,,,,,,,0.4,,0.33333333333333304,1.0,,,0.8,,,,,0.33333333333333304,0.86111111111111,0.0007352941176470588,0.607843137254902,hybrid
Berry OG,0.5549999999999999,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16903225806451602,,,,0.288235294117647,0.933539412673879,0.215483870967742,,,0.8503225806451609,0.17001545595054102,,,0.4470588235294121,,0.126738794435858,,,0.0117647058823529,,0.652941176470588,,,,1.0,,,0.361290322580645,,,1.0,0.126738794435858,1.0,0.82258064516129,0.005065359477124182,0.477124183006536,hybrid
Berry White,0.65,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14302257599946,,0.465306620057576,0.498413163563797,0.7333052129525179,,,,1.0,,,0.211208132309336,,0.43813534098791,,0.471820691914883,,0.3828394756416501,0.17734641330827802,,,0.8446417965046991,1.0,0.8997877225209491,,0.6537421254738269,,,1.0,,,0.8579027355623101,0.08227124183006536,0.5098039215686275,indica
Bertberry Cheesecake,0.31,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942222222222222,,,0.893333333333333,,1.0,1.0,0.835555555555555,,,0.988826815642458,,,1.0,,0.8044692737430169,,,0.229166666666667,,0.229166666666667,,,0.7932960893854749,,,,0.7288888888888891,,,0.229166666666667,0.720670391061453,,0.9772727272727276,0.0008986928104575162,,sativa
Bettie Page,0.5,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0114285714285714,,0.0114285714285714,,,0.296296296296296,0.8717948717948719,,0.974358974358974,,0.954732510288066,0.0228571428571429,,0.923076923076923,,0.292181069958848,,,,,,0.923076923076923,1.0,1.0,,0.8436213991769549,,,1.0,,,0.8071428571428576,0.002859477124183007,0.477124183006536,hybrid
Bianca,0.63,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5185185185185179,0.481481481481481,,,1.0,1.0,,,,0.444444444444444,,,,,,,0.481481481481481,,0.481481481481481,0.62962962962963,,,0.5185185185185179,,,1.0,,1.0,0.8571428571428574,0.0005718954248366012,,hybrid
Biddy Early,0.3985745880201105,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,0.370967741935484,0.06451612903225809,,0.967741935483871,1.0,,,0.024390243902439,,0.354838709677419,,,,,,,,0.0483870967741936,1.0,0.06451612903225809,,0.387096774193548,,,,,0.9838709677419358,0.795454545454545,0.0007352941176470588,0.5588235294117648,hybrid
Big Band,0.7195879240723684,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.753846153846154,,1.0,,0.3958333333333329,0.18,,,,,0.22,0.7846153846153849,,,,,,0.753846153846154,,,,,,0.18,1.0,1.0,,0.861538461538461,,,0.229166666666667,,0.22,0.9166666666666674,0.0005718954248366012,0.5588235294117648,indica
Big Bang,0.6,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0173913043478261,,0.0463768115942029,,0.889621087314662,0.840197693574959,0.95702005730659,1.0,,0.8377265238879742,,0.00869565217391304,,,,,,0.8327841845140029,0.9681159420289852,,,0.968481375358166,,1.0,,,,,1.0,0.95702005730659,0.205348615090735,0.7916666666666674,0.006127450980392157,0.5228758169934641,hybrid
Big Bud,0.85,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2802258840955381,,0.14021428096093694,,0.374060025287815,,0.34778281799666705,,0.2900321068753,0.590399925939641,1.0,,,,,,,0.4347343084613961,0.0298130032607972,,0.23424502562055,,,0.520684946673063,1.0,0.7138797652876699,,,,,1.0,,0.5516846883418829,0.7289473684210526,0.02434640522875817,0.5555555555555556,indica
Big Buddha Cheese,0.8292490014508841,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.101286939942803,,0.36749285033365103,0.45834168727305097,0.8960670799392049,,,,1.0,,,,,0.4500100247276621,,0.6987721365507111,0.0324118207816969,,0.533321778317012,0.5990231740014,,0.7647753347145181,1.0,0.7814386598052979,,0.660211417934662,,,1.0,,,0.8039215686274501,0.02140522875816993,0.6339869281045752,indica
Big Kush,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.954314720812183,0.115384615384615,,,,,0.17766497461928898,1.0,,,1.0,0.477272727272727,,,0.25380710659898503,,,,,,0.340909090909091,0.238578680203046,0.477272727272727,,1.0,,,0.34615384615384603,,0.272727272727273,0.8333333333333326,0.0009803921568627449,0.6405228758169935,hybrid
Big Sky OG,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.663793103448276,0.33333333333333304,0.65,0.34210526315789497,0.672413793103448,,,,,,0.666666666666667,,0.666666666666667,,,,,,0.65,1.0,,,1.0,0.3916666666666671,0.6810344827586211,,1.0,,,0.35964912280701805,0.663793103448276,,0.9117647058823526,0.0014705882352941176,0.5098039215686275,hybrid
Big Smooth,0.44,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495412844036697,,1.0,,1.0,,,0.675889328063241,0.7650602409638559,,,0.06422018348623851,,0.6686746987951809,0.5060240963855421,0.6007905138339921,,0.6284584980237149,,,,1.0,0.9762845849802372,0.41566265060241,,,,,0.688073394495413,,,0.921875,0.00261437908496732,,hybrid
Big Sur Holy Bud,0.30000000000000004,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.9382716049382719,,,0.9382716049382719,0.6,,1.0,,0.0625,,1.0,,,,,0.0625,,1.0,,,,,,0.975,,0.1,,0.962962962962963,,,1.0,,,0.7672413793103449,0.002369281045751634,0.7712418300653596,sativa
Big White,0.92,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.897058823529412,,,0.08823529411764698,0.666666666666667,,,0.33333333333333304,,,,0.911764705882353,0.666666666666667,,0.33333333333333304,,,0.33333333333333304,1.0,1.0,,0.08823529411764698,,,1.0,,0.5,0.79,0.001715686274509804,,indica
Big Wreck,0.7,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.15,,0.6005586592178771,,,0.9078212290502792,1.0,0.466480446927374,,,0.182741116751269,,0.7258883248730961,,0.06,,0.045,,,,1.0,0.9847715736040608,,0.675977653631285,,,1.0,,0.9238578680203048,0.7807017543859651,0.003349673202614379,0.5915032679738563,indica
Biker Kush,0.7004583541511861,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.146341463414634,0.851063829787234,0.7021276595744681,0.48936170212766,,0.425531914893617,1.0,,,,,,,,,,0.146341463414634,0.5,,1.0,1.0,,,,,0.14893617021276598,1.0,,0.851063829787234,0.8500000000000001,0.0008169934640522875,0.6405228758169935,indica
Bio-Diesel,0.61,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.474017743979721,,1.0,0.5301023605598499,0.8358279283774039,0.512362104329508,,,1.0,,,,0.658324629204094,,,0.681717390099229,0.137272106853856,,0.0536219167397875,,,0.90900355128473,0.875769166805255,0.7853770628786301,,1.0,,,0.893341132884859,,,0.8578680203045674,0.0167483660130719,,hybrid
Bio-Jesus,0.64,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.591629519564141,0.546820809248555,,0.46358381502890206,,0.58636073932441,,,0.7121308689186321,0.694650817236256,,,,0.450222882615156,,,,0.0445086705202312,,0.0161849710982659,0.4344593159124711,,,1.0,1.0,,0.6280008497981729,,,1.0,,0.5968301139177811,0.9048672566371674,0.009558823529411764,,hybrid
Biochem,0.75,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0432692307692308,,0.216346153846154,0.6769596199524941,,,,0.7774140752864159,0.353919239904988,0.451718494271686,,,,0.914489311163895,,,,,,0.4369885433715221,,0.8171021377672208,1.0,,,0.926350245499182,,,1.0,,1.0,0.9015151515151532,0.002696078431372549,,indica
Birds of Paradise,0.55,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,0.7647058823529409,1.0,,0.7647058823529409,0.555555555555556,,1.0,0.7647058823529409,1.0,,,,,,,0.6923076923076921,,0.7647058823529409,,,,,,0.6923076923076921,,1.0,,,,,1.0,,,0.9583333333333326,0.0004901960784313724,,hybrid
Birthday Cake Kush,0.65,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.448071372895995,,0.6469274684530961,,0.740905748199165,,,0.451663206268293,0.819557106092724,,,,,,,,0.394726031725968,,0.28037245360129803,0.453193066602086,,0.8699673813565291,1.0,0.818391595810421,,0.7147711263965881,,,1.0,1.0,0.7270046385744791,0.8804780876494027,0.02050653594771242,,indica
Black '84,0.97,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.111111111111111,,0.222222222222222,0.545454545454545,0.6,,,0.85,0.9090909090909092,,,,,,,,,,,0.35,,0.6363636363636359,1.0,0.9090909090909092,,0.5,,,1.0,,1.0,0.875,0.0022058823529411764,,indica
Black Afghan,0.76,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17142857142857096,,0.6571428571428569,0.578947368421053,0.815,,,0.27,0.578947368421053,0.738333333333333,,,,,,,,,0.4857142857142861,,,0.7263157894736839,1.0,1.0,,0.148333333333333,,,1.0,,0.7578947368421051,0.88970588235294,0.002777777777777777,,indica
Black Betty,0.4,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.0909090909090909,0.030664395229983,,0.0511073253833049,,0.8650217706821479,,,,1.0,,,0.158432708688245,,,,,,0.756168359941945,0.0357751277683135,,0.625544267053701,0.948051948051948,0.496371552975327,0.597402597402597,,1.0,,,1.0,0.0779220779220779,,0.8875,0.006617647058823529,0.7058823529411765,hybrid
Black Bubba,0.7,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.164133738601824,,0.0820668693009119,,0.8824306472919421,,,0.8956406869220611,0.6481481481481479,0.8110964332893,,,,,1.0,,,,0.835866261398176,0.927344782034346,,,1.0,0.277777777777778,0.277777777777778,,,,1.0,,0.37037037037037,0.8703703703703702,0.0022058823529411764,0.6405228758169935,indica
Black Cherry Cheesecake,0.5549999999999999,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8313253012048191,,0.8554216867469878,0.5956043956043959,0.8904347826086959,,,,1.0,,,,0.5692307692307691,,,0.68,0.0240963855421687,,0.0240963855421687,0.6547826086956521,,,1.0,0.8439560439560441,,0.7304347826086961,,,1.0,0.56043956043956,,0.8644067796610175,0.004820261437908496,0.5751633986928105,hybrid
Black Cherry OG,0.5,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.08864954432477219,,0.0944490472245236,0.803092783505155,0.537796976241901,,,0.760259179265659,0.9711340206185568,,,,,,,0.3686105111591071,0.0828500414250207,,0.15990057995029,,,0.271134020618557,1.0,1.0,,0.373650107991361,,,1.0,,0.8463917525773199,0.8493975903614449,0.006781045751633986,0.5098039215686275,hybrid
Black Cherry Pie,0.36,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916666666666667,0.694968553459119,0.833333333333333,0.4375,1.0,0.8301886792452831,,,1.0,,,,0.4375,,,0.8301886792452831,,,,,,,,0.71875,,0.886792452830189,,0.359375,1.0,,,0.9605263157894726,0.0015522875816993465,,hybrid
Black Cherry Soda,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234026745913819,0.6042862777753429,0.521248142644874,0.4761053621825021,1.0,,,,1.0,,,0.0187221396731055,0.478080903104421,,,0.5714598764079409,0.0140416047548291,0.547924792917561,,,,0.828410159924741,0.932900907218302,0.933584195672625,,,,,1.0,,,0.82914201183432,0.027859477124183005,0.607843137254902,hybrid
Black D.O.G.,0.83,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.530612244897959,,0.6607028753993609,,,0.848562300319489,1.0,,,0.530612244897959,0.32379004771642794,,,,,,0.469387755102041,0.339936102236422,,,1.0,0.6373551465576,,0.6875399361022361,,,0.692419825072886,0.514655760054533,1.0,0.8839285714285725,0.002287581699346405,,indica
Black Dahlia,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8954248366013069,,0.214285714285714,0.882352941176471,0.3571428571428571,,1.0,,,0.156862745098039,0.866666666666667,,,0.14285714285714302,0.3,,,,0.214285714285714,,,,,0.4333333333333329,0.19607843137254896,1.0,,,,,1.0,,0.833333333333333,0.7551020408163276,0.004084967320261436,0.3790849673202615,hybrid
Black Diamond,0.9,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196881792397816,0.559170490822027,0.974689466837402,,,0.58136444382551,1.0,,,0.0491156629380268,,,,,0.185795273816466,,0.229500212055346,0.635308223481979,,0.6219223862729449,1.0,0.99489724660814,,0.5807199410352121,,,1.0,,0.6494014365522739,0.8646179401993349,0.02483660130718954,0.607843137254902,indica
Black Diesel,0.3,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.8649517684887461,,0.7952218430034129,,0.143344709897611,0.7645051194539251,0.932475884244373,0.8842443729903541,,,1.0,,,,,0.83617747440273,,0.971061093247588,0.0614334470989761,,0.040955631399317405,,,0.897610921501706,,0.9488054607508528,,1.0,,,1.0,,,0.7794117647058825,0.005555555555555555,0.542483660130719,sativa
Black Domina,0.95,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34022140221402203,0.38050728603680606,0.7653942790877469,,,0.7853256667955161,0.888126838612574,,,0.681969137873197,,,,,0.6958067762495811,,0.8284636028178459,0.376145148821028,,0.639974002873367,1.0,0.593948826708627,,0.471564553536915,,,1.0,,1.0,0.7974452554744524,0.022957516339869283,0.5588235294117648,indica
Black Haze,0.385,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.993963782696177,,0.0483870967741936,,0.120967741935484,0.956937799043062,,1.0,,,1.0,,,0.0483870967741936,0.5071770334928231,,,,0.0241935483870968,,,0.798792756539235,,0.985645933014354,0.8531187122736419,0.578947368421053,,0.8410462776659959,,,1.0,,,0.8625,0.003349673202614379,0.542483660130719,hybrid
Black Ice,0.9,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.721113127646703,0.0212201591511936,,1.0,,0.8540772532188841,,,0.9151168335717692,0.9951603145795528,0.703385789222699,,0.00530503978779841,,,,,,,,,,0.254688445251059,1.0,0.9558378705384152,,0.660944206008584,,,0.246684350132626,,1.0,0.8050847457627126,0.005310457516339869,0.673202614379085,indica
Black Jack,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.407875763242683,0.585908230270314,0.08161908838969881,,0.944124400757362,,0.6588301041197571,,1.0,,,0.3683054322600999,,0.7125990873922321,,1.0,0.0155464930266093,,,,,0.8531526203562539,0.9776540987111828,0.8431150200480719,,0.54568188931481,,,1.0,,,0.8491379310344827,0.02883986928104575,0.5588235294117648,hybrid
Black Label Kush,0.73,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.8855932203389829,,1.0,,0.18181818181818202,,0.919491525423729,,,,1.0,,,,,,,0.817796610169491,0.005347593582887699,,0.005347593582887699,,,0.11065573770491803,1.0,0.13934426229508198,,0.923728813559322,,,0.192513368983957,0.192622950819672,0.889344262295082,0.7962962962962974,0.002287581699346405,,indica
Black Lime Special Reserve,0.7,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5065441219242629,,0.0482233502538071,,0.548223350253807,,0.524809493339538,,,,1.0,,,0.0482233502538071,,0.605525362318841,,0.87132802047583,0.0482233502538071,,,,,0.847373188405797,0.9965679716130532,0.7033514492753621,,1.0,,,1.0,,0.42583786231884097,0.88888888888889,0.008823529411764706,0.607843137254902,indica
Black Magic Kush,0.79,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.0,0.986666666666667,0.48,,0.96,1.0,,,,,,0.5,,,,,,,0.5,1.0,,,0.506666666666667,,,1.0,,1.0,0.8181818181818175,0.0008986928104575162,,indica
Black Mamba,0.7,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3783991034035271,,0.11284986139676301,,0.649915049628901,0.6831709244140111,,,,0.7809237303132189,1.0,0.37220550934937796,,,,,,,0.052222122865063,,0.0762764911025664,,,,1.0,0.909270476692126,,0.362413732082817,,,1.0,0.6707927311035029,0.9138793784566768,0.9003164556962024,0.013235294117647059,0.607843137254902,indica
Black Russian,0.8,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.175,,0.30625,,0.623688155922039,,,,1.0,,,0.51875,,,,0.25037481259370303,,,0.5625,0.395802098950525,,0.377245508982036,1.0,0.4191616766467071,,0.448275862068966,,0.538922155688623,1.0,,0.4191616766467071,0.8209459459459449,0.006045751633986928,0.6568627450980393,indica
Black Tuna,0.5,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0981006053016072,,0.1450636610311,0.5385662431941921,0.5696767001114829,0.5875139353400219,,0.574744096483227,0.7404718693284941,,,0.139845543727823,0.492437991530551,,,,,,0.00939261114589856,,,,1.0,1.0,,0.799837843316104,,,1.0,,0.5952813067150641,0.8824404761904776,0.013888888888888888,0.5751633986928105,hybrid
Black Velvet,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.13207547169811298,,,0.150943396226415,1.0,,,,0.5714285714285711,,,0.924528301886792,,0.9056603773584908,,1.0,,0.7142857142857142,,0.857142857142857,,,,,0.7142857142857142,,0.428571428571428,0.725,0.001633986928104575,0.477124183006536,hybrid
Black Widow,0.575,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.13868372461092102,0.8252878289473681,0.573133737800053,,,0.6749177631578951,,,0.977724568277464,,,0.724479029279873,,,,,,,0.356766024795568,0.734991776315789,,0.608910172689015,1.0,0.8251342330576119,,0.855427631578947,,,1.0,1.0,0.8338412421999709,0.7906574394463677,0.02434640522875817,0.673202614379085,hybrid
Blackberry,0.5,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125231484786463,,0.37346044245193705,,0.9512182327846068,0.475499893291905,,,0.8959990662365701,,,,0.7528012902912861,,,0.6096661006706441,0.01172856251412,,0.0111700595372572,,,1.0,1.0,0.6481970483374161,,0.614158619247553,,,1.0,0.505572263588077,,0.8121359223300975,0.0440359477124183,0.673202614379085,hybrid
Blackberry Bubble,0.8,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.951515151515152,0.980099502487562,,,,0.975757575757576,,0.7761194029850751,0.0063291139240506285,0.76969696969697,,,,,,,0.7910447761194029,,0.975757575757576,1.0,1.0,,0.8208955223880601,,,0.0063291139240506285,,,0.9230769230769228,0.0021241830065359475,0.542483660130719,indica
Blackberry Chem OG,0.55,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.7692307692307689,,,,1.0,,0.288461538461539,,0.85,,1.0,,,0.0882352941176471,,,,,,0.826923076923077,0.0882352941176471,,,1.0,1.0,0.925,,0.942307692307692,,,,,,0.8088235294117649,0.0013888888888888887,,hybrid
Blackberry Cream,0.7,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29813664596273304,,1.0,,0.932745314222712,0.497794928335171,0.555630026809651,,0.976541554959785,,,,,,,0.843991179713341,,,0.0807453416149068,,,,1.0,1.0,,0.8583241455347299,0.4825737265415551,,0.7018633540372671,,0.5495978552278821,0.95967741935484,0.002532679738562091,0.8039215686274511,indica
Blackberry Diesel,0.2,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.028846153846153806,,0.0576923076923077,0.08411214953271029,0.6294117647058821,0.7705882352941179,,,1.0,,0.6941176470588241,0.7788461538461541,,0.0560747663551402,,1.0,0.028846153846153806,,,,0.6941176470588241,0.08411214953271029,,,,,,,1.0,0.0560747663551402,,0.7794117647058825,0.0013888888888888887,0.673202614379085,sativa
