Strain,Lean,Sweet,Strawberry,Earthy,Cheese,Sage,Honey,Rose,Tree,Violet,Coffee,Pear,Spicy/Herbal,Tropical,Pungent,Tea,Apricot,Mint,Pepper,Flowery,Ammonia,Blueberry,Berry,Chemical,Pine,Woody,Lime,Plum,Nutty,Fruit,Citrus,Orange,Mango,Diesel,Lemon,Pineapple,Apple,Grape,Menthol,Chestnut,Skunk,Grapefruit,Blue,Peach,Butter,Lavender,Tar,Tobacco,Vanilla,Eff_Focused,Med_Inflammation,Eff_Dizzy,Eff_Energetic,Eff_Dry_eyes,Med_Lack_of_appetite,Eff_Happy,Eff_Creative,Med_Muscle_spasms,Eff_Sleepy,Med_Stress,Eff_Tingly,Eff_Aroused,Eff_Anxious,Med_Nausea,Med_Fatigue,Med_Cramps,Eff_Uplifted,Eff_Headache,Eff_Talkative,Eff_Paranoid,Eff_Hungry,Eff_Giggly,Med_Depression,Eff_Relaxed,Med_Pain,Med_Seizures,Eff_Euphoric,Med_Spasticity,Med_Eye_pressure,Eff_Dry_mouth,Med_Headaches,Med_Insomnia,Rating_scaled,Num_reviews_scaled,THC_scaled,Strain_type
LA Cake,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0909090909090909,,,0.18181818181818202,1.0,,,0.75,,0.5,,0.18181818181818202,0.75,,0.75,,,0.5,1.0,1.0,,1.0,,,0.125,0.5,,0.9166666666666674,0.0004901960784313724,,hybrid
LA Chocolat,0.55,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4049003926130581,0.469955362252489,0.0161990164882846,,0.368527625108476,,0.839174058455722,,,,0.891267025294723,,,,,,,0.5299549222044501,0.255134509690483,,0.0161990164882846,,,0.643813666018084,1.0,1.0,,0.6099316562454561,,,1.0,,0.5755980313608791,0.8831168831168825,0.006290849673202614,0.7712418300653596,hybrid
LA Confidential,0.95,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.288514180121208,,0.542070955416008,0.5008129147177921,0.637859400822769,,,0.590940496277047,1.0,,,0.09209601140047292,,,,,,,0.13536769657202802,0.411283500824755,,0.571422831607703,1.0,0.8170735704560749,,0.7129346436323921,,,1.0,,0.7193123372364281,0.8257180156657975,0.09558823529411764,0.6405228758169935,indica
LA Kookies,0.49,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43359375,1.0,0.6722689075630249,0.65625,1.0,1.0,,0.24609375,,0.24609375,,,1.0,,,,,0.5,0.9369747899159659,,,,,0.632352941176471,0.62109375,,0.6701680672268909,,,0.65625,,,0.9166666666666674,0.0009803921568627449,,hybrid
LA Kush,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.540229885057471,,0.160919540229885,,0.19719887955182105,,,,0.6930693069306929,0.6879551820728289,,1.0,0.415841584158416,,,0.140616246498599,,0.703641456582633,0.5,,,0.48514851485148497,1.0,0.415841584158416,,,,,0.281609195402299,,1.0,0.8552631578947376,0.003104575163398693,0.6405228758169935,hybrid
LA OG,0.5,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.029239766081871305,,0.14684860298895402,,0.262873754152824,,0.436470588235294,0.31561461794019896,0.723529411764706,0.300664451827242,,0.818063677712801,,,,,,,0.22352176738141705,,,0.436470588235294,1.0,1.0,,0.665282392026578,,,1.0,,0.723529411764706,0.8522727272727275,0.0054738562091503256,0.5751633986928105,hybrid
LA Ultra,0.8,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.2,,0.8,,1.0,,,0.545454545454545,0.857142857142857,0.545454545454545,,,,,0.42857142857142894,,,,0.2,,,,1.0,0.7142857142857142,,1.0,,,1.0,0.5714285714285721,1.0,0.920454545454545,0.001633986928104575,0.7222222222222223,indica
LA Woman,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.613333333333333,,0.7866666666666671,0.7983870967741931,,0.743243243243243,,,0.7338709677419359,,,,0.508064516129032,,,,0.04,,0.626666666666667,0.7837837837837841,1.0,0.9032258064516128,0.878378378378378,1.0,,0.8851351351351351,,,1.0,,,0.795454545454545,0.0071895424836601295,0.6405228758169935,hybrid
LAPD,0.5,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.8,,,0.6,0.6,,,,,,,,,,1.0,,,,,,,,1.0,,0.6,,,,,,0.9230769230769228,0.0009803921568627449,0.8039215686274511,hybrid
LSD,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.251649123451293,,0.510631509848836,0.6069208512983431,0.981903193442747,0.650063504683302,,,1.0,,,0.365804730930074,,0.48529030375725396,,0.6582384368743619,,,0.262978383514733,,,0.874843988070153,1.0,0.67172455992479,,0.853423619054831,,,1.0,,,0.8446162046908325,0.07810457516339869,0.5915032679738563,hybrid
LVPK,0.64,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.75,0.75,1.0,0.6875,,,1.0,,,,1.0,,,0.6875,,,1.0,,,,0.8125,1.0,,0.8125,,,0.75,0.625,,0.875,0.002042483660130718,,hybrid
La Blanca,0.5,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,0.666666666666667,,,0.875,,,,,,0.166666666666667,,,1.0,,,0.5,0.33333333333333304,,0.5,,1.0,,,,,,1.0,,,0.75,0.00040849673202614375,0.3872549019607843,hybrid
Ladyburn 1974,0.565,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545454545454545,,,0.823529411764706,,,,,1.0,0.17647058823529396,,,,1.0,0.515151515151515,0.515151515151515,,1.0,,,0.8484848484848481,,,0.153846153846154,0.882352941176471,0.882352941176471,0.7884615384615374,0.00065359477124183,0.6993464052287582,hybrid
Lake of Fire,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0913705583756345,,0.274111675126904,0.32603406326034096,0.776293823038397,0.29883138564273803,0.36982968369829705,,1.0,,,0.543147208121827,,,,0.552587646076795,,,,,,,1.0,0.827250608272506,,0.5976627712854761,,,1.0,,0.36982968369829705,0.8854166666666674,0.0039215686274509795,0.5751633986928105,hybrid
Lamb's Bread,0.05000000000000005,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.270881364669272,0.741185017080624,0.468632138491042,0.27757423403667403,1.0,,,,1.0,,,0.22305220370725096,,,,0.9317327377628888,0.267504687858388,,,,,0.8462457322671801,0.7801696655319609,0.5026609258417349,,0.7960423383344439,,,1.0,,0.2407268740138529,0.8543882978723399,0.062499999999999986,0.4444444444444445,sativa
Lambo OG,0.54,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.625,,0.375,,0.7142857142857142,,0.33333333333333304,0.6428571428571429,0.4666666666666671,,,,0.4666666666666671,,,,0.25,,0.125,0.6428571428571429,,,0.5714285714285711,1.0,,1.0,,,1.0,,0.4,0.8666666666666671,0.0011437908496732025,,hybrid
Lamborghini,0.28,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.8695652173913041,,1.0,,0.8448275862068969,,,0.948275862068966,1.0,,,,,0.5,,0.8965517241379309,,,0.0652173913043478,,,1.0,1.0,,,0.8448275862068969,,,0.8695652173913041,0.5,0.5,0.8125,0.00065359477124183,,sativa
Larry Bird Kush,0.5,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.136363636363636,,0.20454545454545495,,0.8518518518518521,,1.0,0.864197530864198,1.0,,,0.7954545454545451,,,,0.8518518518518521,0.36363636363636404,,,,,0.7954545454545451,1.0,1.0,,0.8888888888888891,,,1.0,,0.7954545454545451,0.92,0.002042483660130718,0.8039215686274511,hybrid
Larry OG,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.4079048479563521,0.489413590698248,,,0.5561158552778779,,0.746665114123203,,,,0.796728105812582,,,0.3712796954099161,,0.459930569571029,,0.5922627366730819,0.23372611357985296,,0.35523699600754804,,,0.7546214470949759,1.0,1.0,,0.5781534618449039,,,1.0,,,0.8231166912850825,0.05653594771241829,0.673202614379085,hybrid
Las Vegas Purple Kush BX,0.8,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1.0,,1.0,,,0.8095238095238091,1.0,,,,,0.5,,0.3809523809523809,,,,,,,0.8095238095238091,,,0.3809523809523809,,0.5,1.0,0.8125,,0.9583333333333326,0.0004901960784313724,0.8039215686274511,indica
Lashkar Gah,0.96,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.045454545454545504,0.4583333333333329,,,0.916666666666667,0.9545454545454548,0.4375,,,,,,,,,,,,,1.0,1.0,,0.9375,,,1.0,,0.045454545454545504,0.9375,0.0009803921568627449,,indica
Laughing Buddha,0.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07671711928309931,,0.4187202885088249,,1.0,0.44004871458202505,,,0.8659917062054021,,,0.476148844325447,,0.43299585310270106,,0.760746703202603,,,0.3457188131796081,,0.8623242183783371,1.0,,0.254156237157694,,0.714410762877966,,,1.0,,0.24817872753764,0.875,0.015522875816993463,0.6895424836601308,sativa
Laughing Gas,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,0.75,,,1.0,,0.29411764705882404,,,,1.0,,0.941176470588235,0.5,,,,,,,,1.0,,0.75,0.29411764705882404,0.75,,0.235294117647059,,,,,0.75,0.8928571428571426,0.0005718954248366012,,hybrid
Lavender,0.8,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.20645327891252,,0.8652919394184021,,0.6398943622628989,,0.3832151983338271,0.6635173568629369,1.0,,,0.180640163262441,,,,0.36490850617696896,0.290476274046236,,,,,0.372934977201641,1.0,0.6416350710623261,,0.576245349949254,,,1.0,,0.78235980656978,0.79357459379616,0.056781045751633986,0.4444444444444445,indica
Lavender Haze,0.4,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0257731958762887,,1.0,0.15135135135135094,0.030927835051546407,0.2,0.910526315789474,,,1.0,,,0.113513513513514,,,,,0.118918918918919,,0.113513513513514,0.8736842105263161,,0.994845360824742,,0.13402061855670094,,0.20526315789473693,,,1.0,,,0.7741935483870976,0.002532679738562091,0.4444444444444445,hybrid
Lavender Jones,0.42,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0127064803049555,,0.381829733163914,0.503735325506937,0.620071684587814,0.321477805348773,,,0.989327641408751,,,0.17725540025413,,,,0.418527708850289,,,0.4428208386277,,,0.812166488794024,1.0,1.0,,0.41053212020954,,,1.0,,0.7267876200640341,0.8527397260273974,0.012009803921568626,,hybrid
Le Silver Royale,0.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.5714285714285711,,,,1.0,,,,,,,1.0,,0.42857142857142894,,,,0.75,0.5714285714285711,0.25,,0.5714285714285711,,,,,,0.8181818181818175,0.0008169934640522875,,hybrid
Lee Roy,0.7,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.134615384615385,0.3686131386861311,0.4373673036093421,,,,1.0,,,,,,,0.511677282377919,0.134615384615385,,0.0256410256410256,0.3227176220806789,,0.8613138686131391,1.0,0.6569343065693429,,0.579617834394905,,,1.0,,0.551094890510949,0.9338235294117648,0.002777777777777777,,indica
Legalized OG,0.5,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.28571428571428603,,0.6190476190476191,,0.641025641025641,,,0.564102564102564,1.0,,,,,0.6363636363636359,,0.58974358974359,,0.512820512820513,0.28571428571428603,,,0.7727272727272729,1.0,0.7727272727272729,,,,,1.0,,0.409090909090909,0.9444444444444452,0.0014705882352941176,0.673202614379085,hybrid
Legend OG,0.75,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,0.6520467836257311,0.0694444444444444,,0.791666666666667,0.5,,,,0.6126482213438741,0.862573099415205,,,,,,,0.254940711462451,0.0694444444444444,,,0.264822134387352,,,1.0,1.0,,0.35770750988142297,,,1.0,,0.906432748538012,0.913461538461538,0.0021241830065359475,,indica
Legend of Nigeria,0.01,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.7407407407407409,,,0.8518518518518521,1.0,0.21052631578947398,1.0,,,,0.631578947368421,,,,,0.42105263157894696,,0.8518518518518521,,,1.0,,,1.0,0.592592592592593,,,,,,1.0,0.21052631578947398,,1.0,0.0005718954248366012,,sativa
Lem Chem,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.708333333333333,,,,,1.0,0.875,,,0.625,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,,,0.875,,,0.4166666666666671,,1.0,0.9166666666666674,0.0004901960784313724,,hybrid
Lemon Alien Dawg,0.51,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.392348087021755,,0.0349127182044888,,0.807980049875312,,0.8732183045761439,,,,1.0,,,0.0174563591022444,0.6585788561525131,,,0.645911477869467,0.38653366583541104,,,,,0.7435008665511271,1.0,0.878682842287695,,0.8150787696924231,,,1.0,,0.561525129982669,0.87313432835821,0.0054738562091503256,,hybrid
Lemon Banana Sherbet,0.26,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.875,,,,1.0,0.6,1.0,,,,1.0,,,,,0.4,,,,0.5,,,,1.0,0.875,,,0.5,,,1.0,,0.6,0.8,0.00040849673202614375,,sativa
Lemon Bananas,0.5,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.857142857142857,0.90625,,,,1.0,0.8125,,,,0.0357142857142857,,1.0,,,,,0.84375,1.0,,,,0.78125,,,1.0,,,0.9166666666666674,0.0007352941176470588,0.7712418300653596,hybrid
Lemon Bubble,0.2,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.010752688172043,0.633744855967078,0.010752688172043,,0.6502057613168729,0.423868312757202,0.96551724137931,,,,,1.0,0.8620689655172409,,,1.0,,,1.0,,,,,1.0,0.7931034482758621,0.526748971193416,,0.827586206896552,0.06451612903225809,,,0.9027777777777776,0.003104575163398693,0.6405228758169935,sativa
Lemon Cake,0.2,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.441498316498316,0.619703161970316,0.7146464646464651,0.6258064516129029,0.809421380942138,,0.641935483870968,,1.0,,,,,,,1.0,0.2003367003367,,0.128367003367003,,,0.7493087557603689,0.742955474295547,0.734101382488479,,0.7371477737147769,,,1.0,,,0.8416666666666675,0.004901960784313725,0.542483660130719,sativa
Lemon Daddy,0.385,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.95,,0.0625,1.0,,,1.0,,0.75,,1.0,,,0.0625,,0.75,,0.9,0.0625,0.75,0.0625,,,0.5,,0.75,,,,,1.0,,,0.8,0.0008169934640522875,0.6405228758169935,hybrid
Lemon Diesel,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,0.700446923106307,,0.12512408627380198,,0.707201516108654,,1.0,,,,1.0,,,0.0539211262521433,,0.411363934139844,,0.7949883494403911,,,0.261122642360798,,,0.8678866227016642,0.7958478169525189,0.4855657946455871,,0.8420680698269609,,,1.0,,0.34122374110145404,0.8044554455445551,0.042156862745098035,0.411764705882353,hybrid
Lemon Drop,0.5700000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,0.878267506201106,1.0,0.252367984430459,0.900024531850519,,,,1.0,,,0.535662617174339,0.315913275414266,0.7079100830982271,,0.849472565213836,0.12861927505499499,,0.427099229077072,,,0.7788971108139711,0.845334859759588,,,,,,0.938306347727858,,,0.7916666666666674,0.015359477124183006,0.5751633986928105,hybrid
Lemon Fire,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.0526315789473684,0.9,0.385964912280702,,,,0.95,0.6491228070175439,0.6491228070175439,,,,,1.0,0.0526315789473684,,,,,1.0,0.964912280701754,,,,,,1.0,0.05,,0.9444444444444452,0.0004901960784313724,0.607843137254902,hybrid
Lemon G,0.30000000000000004,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.0394176931690929,0.5998937044016039,0.352295632698768,,0.9665168865052908,,0.4171374764595101,,0.8158461124562819,,,0.125643896976484,0.4874226526768901,,,1.0,,,0.0394176931690929,,,0.60061877858488,0.897473063729043,1.0,,0.55954969319225,,,1.0,,,0.8469696969696974,0.013562091503267973,0.607843137254902,sativa
Lemon Haze,0.30000000000000004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.324491266819198,0.6667570984153071,0.5805357905968299,,1.0,,,,1.0,,,0.325212919403616,,0.4725290250733421,,0.7282867457200409,,,0.4094849933620721,,,0.913153812723075,0.6012261324096321,0.5580362140617801,,0.7011450109338471,,,1.0,0.415210218820381,,0.8193317422434374,0.17459150326797385,0.6241830065359478,sativa
Lemon Ice,0.4,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.8245614035087719,1.0,,0.8596491228070171,0.7719298245614029,,,1.0,,,0.1875,,0.8190476190476189,,0.8947368421052628,,,0.375,,,0.9714285714285708,,0.8761904761904761,,1.0,,,0.625,0.6857142857142859,,0.9583333333333326,0.0009803921568627449,0.673202614379085,hybrid
Lemon Jack,0.30000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,0.936507936507936,,0.0425079702444208,0.8823953823953821,0.5557917109458019,,1.0,,0.635416666666667,,1.0,,,0.7555791710945801,,,,0.9927849927849928,,,0.4229543039319871,,,0.734848484848485,0.862914862914863,0.6875,,,,,1.0,0.6875,,0.8381147540983599,0.010212418300653595,0.411764705882353,sativa
Lemon Jeffery,0.6,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.833333333333333,,,1.0,,,,0.833333333333333,0.2,,0.7,,,,,0.9,,0.75,,,,,,1.0,,,,0.916666666666667,,,,0.2,,0.9166666666666674,0.0009803921568627449,,hybrid
Lemon Kush,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.16446430609715,,0.554681631038684,0.654862756401694,1.0,,,,1.0,,,,0.4497976439048279,,,0.657353623590062,0.155673887825609,,0.3651228906579741,0.491314144085545,,0.8574531956327641,0.917946067657312,0.509711217815773,,0.8499248213737098,,,1.0,,,0.7933179723502299,0.09044117647058823,0.5588235294117648,hybrid
Lemon Larry Lavender,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,0.5714285714285721,0.7777777777777779,,1.0,1.0,,,0.5714285714285721,,,1.0,,0.5,,,0.7777777777777779,,0.5714285714285721,,,,,,1.0,,,,,0.666666666666667,,1.0,,,0.8333333333333326,0.0012254901960784314,,hybrid
Lemon Marmalade,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.33333333333333304,,0.6363636363636359,0.6363636363636359,,,1.0,,,0.33333333333333304,,,0.8,0.9090909090909092,,,,,,0.4,0.6363636363636359,,,1.0,,,1.0,0.4,0.4,0.9375,0.00130718954248366,0.8039215686274511,hybrid
Lemon Meringue,0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.658648097348245,,0.112775330396476,1.0,0.560352422907489,,0.8287261728916091,0.880776535133995,,,0.592930576412152,,,1.0,,0.460783181240615,,0.8464514313849619,0.9444933920704852,,,,,1.0,,0.44622848561857503,,,,,0.336563876651982,0.15444149243386898,,0.9044117647058824,0.008333333333333333,,sativa
Lemon OG Haze,0.34460010530552426,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.7214532871972321,,0.0427553444180523,0.57439446366782,0.7339667458432301,0.6958424507658639,0.57439446366782,,,,1.0,,,0.08551068883610449,,,,,,,0.0641330166270784,,,0.7352297592997811,1.0,0.7746170678336981,,0.8840830449826992,,,1.0,0.6761487964989059,,0.8472222222222225,0.0029411764705882357,0.6405228758169935,sativa
Lemon OG Kush,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.275229357798165,,0.771204777566211,,0.974440128518678,,0.33956631049654296,0.6819882031362391,0.8726691808087159,,,0.5263545092608621,,,,0.8288735433750541,,,0.545352258957937,,,0.934056149172428,1.0,1.0,,0.930417685704695,,,1.0,,0.7508904253090299,0.8248730964466999,0.032843137254901955,0.6405228758169935,hybrid
Lemon Pie,0.30000000000000004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.8529668411867369,,0.00585417775412453,0.990837696335078,0.13304949441192102,0.47027027027027,,,,,0.8270270270270269,0.739092495636998,,,,1.0,,0.204624781849913,0.0117083555082491,,0.040447046301224095,,,0.6486486486486489,,,,1.0,,0.410810810810811,1.0,,,0.8355263157894726,0.003104575163398693,0.5098039215686275,sativa
Lemon Sativa,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.9611650485436892,,0.0263157894736842,0.66504854368932,0.8684210526315791,,1.0,0.679611650485437,,,1.0,,,0.0394736842105263,,0.8148148148148149,0.7777777777777779,0.66504854368932,,,0.0394736842105263,,,0.876543209876543,,0.9259259259259259,,,,,1.0,,,0.7905405405405401,0.003349673202614379,0.7385620915032679,sativa
Lemon Skunk,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,0.650210094740259,0.714385991291908,,1.0,,0.28081747642977195,,0.910791204363398,,,0.202015309644758,,0.45505771942803397,,0.853996443418024,0.18181450158352,,0.203863050319126,,,1.0,0.7342731329020531,0.5303397098082651,,0.8876834039538269,,,1.0,,,0.8329425556858149,0.07099673202614379,0.5506535947712419,hybrid
Lemon Thai,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.8603983491835641,,0.0181521992087503,1.0,0.5008145217593669,0.41915422885572096,0.7292302171182491,,,,1.0,,,0.6318361647661159,,,,0.654764040911538,,0.629104611519828,0.0302536653479171,,,0.943407960199005,,0.330845771144279,,,,,1.0,0.3868159203980099,,0.7854330708661426,0.010539215686274507,0.6405228758169935,hybrid
Lemon Walker OG,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,0.7759522031366691,0.4375,,0.935026138909634,,,,0.386776859504132,,,0.78125,,0.282644628099174,,0.8230022404779691,,,0.78125,,,1.0,0.8230022404779691,0.9305785123966941,,,,,0.546875,0.3,,0.8362068965517249,0.002369281045751634,,hybrid
Lemon Wreck,0.38,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.613496932515337,,0.38790931989924393,0.627300613496933,0.0680100755667506,,,,,0.74079754601227,1.0,,,0.9093198992443332,,,,,,,0.5818639798488671,,,0.5171428571428571,0.7638036809815949,0.94,,1.0,,,1.0,0.8542857142857142,0.5342857142857139,0.7974137931034475,0.004820261437908496,0.477124183006536,hybrid
Lemon Zest,0.27,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,0.666666666666667,,1.0,,,0.75,,,,0.666666666666667,,0.5,,0.666666666666667,0.666666666666667,,1.0,,0.75,,,,1.0,,,,,,,,,,0.8928571428571426,0.0005718954248366012,,sativa
Lemonberry,0.48,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.518324607329843,,1.0,,0.716294458229942,,,,1.0,,,0.0274869109947644,0.486742424242424,,,0.652605459057072,0.32722513089005195,,,,0.8792390405293629,,1.0,,,0.7071960297766751,,0.473484848484849,0.9005235602094239,0.7102272727272729,0.625,0.8508771929824549,0.004656862745098039,,hybrid
Lemonchello 28,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,0.5,0.8076923076923079,,0.5,0.5,,,,1.0,,1.0,,,,,,0.6923076923076921,0.5,,,,,1.0,,,,0.5,0.5,0.9642857142857152,0.0005718954248366012,,hybrid
Lemonder,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,0.25704225352112703,0.747215081405313,,,,1.0,,,,,,,0.479862896315339,,,,,0.35389888603256203,0.7077464788732389,1.0,0.126760563380282,,0.77120822622108,,,0.166666666666667,,0.22535211267605604,0.91304347826087,0.0018790849673202613,,hybrid
Lemonhead OG,0.41,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.305324459234609,,0.6503050471436499,0.6822606814494321,0.86820882852292,,,,0.8412655489453761,,,0.21658347199112601,,,,0.6759337860780991,0.182196339434276,0.7164685908319189,,,0.7050084889643461,1.0,1.0,0.65413737155219,,,,,1.0,,0.4131963223363979,0.9464285714285724,0.005718954248366014,,hybrid
